Gene_Symbol,Probe_ID_GPL570,Probe_ID_GPL96,Mapping_Status,Platform_Source,Gene_Title,Mapping_Confidence
GENE_06642,probe_gpl570_06642,probe_gpl96_06642,Shared,GPL570 & GPL96,Gene 6642,High
GENE_06643,probe_gpl570_06643,probe_gpl96_06643,Shared,GPL570 & GPL96,Gene 6643,High
GENE_06644,probe_gpl570_06644,probe_gpl96_06644,Shared,GPL570 & GPL96,Gene 6644,High
GENE_06645,probe_gpl570_06645,probe_gpl96_06645,Shared,GPL570 & GPL96,Gene 6645,High
GENE_06646,probe_gpl570_06646,probe_gpl96_06646,Shared,GPL570 & GPL96,Gene 6646,High
GENE_06647,probe_gpl570_06647,probe_gpl96_06647,Shared,GPL570 & GPL96,Gene 6647,High
GENE_06648,probe_gpl570_06648,probe_gpl96_06648,Shared,GPL570 & GPL96,Gene 6648,High
GENE_06649,probe_gpl570_06649,probe_gpl96_06649,Shared,GPL570 & GPL96,Gene 6649,High
GENE_06650,probe_gpl570_06650,probe_gpl96_06650,Shared,GPL570 & GPL96,Gene 6650,High
GENE_06651,probe_gpl570_06651,probe_gpl96_06651,Shared,GPL570 & GPL96,Gene 6651,High
GENE_06652,probe_gpl570_06652,probe_gpl96_06652,Shared,GPL570 & GPL96,Gene 6652,High
GENE_06653,probe_gpl570_06653,probe_gpl96_06653,Shared,GPL570 & GPL96,Gene 6653,High
GENE_06654,probe_gpl570_06654,probe_gpl96_06654,Shared,GPL570 & GPL96,Gene 6654,High
GENE_06655,probe_gpl570_06655,probe_gpl96_06655,Shared,GPL570 & GPL96,Gene 6655,High
GENE_06656,probe_gpl570_06656,probe_gpl96_06656,Shared,GPL570 & GPL96,Gene 6656,High
GENE_06657,probe_gpl570_06657,probe_gpl96_06657,Shared,GPL570 & GPL96,Gene 6657,High
GENE_06658,probe_gpl570_06658,probe_gpl96_06658,Shared,GPL570 & GPL96,Gene 6658,High
GENE_06659,probe_gpl570_06659,probe_gpl96_06659,Shared,GPL570 & GPL96,Gene 6659,High
GENE_06660,probe_gpl570_06660,probe_gpl96_06660,Shared,GPL570 & GPL96,Gene 6660,High
GENE_06661,probe_gpl570_06661,probe_gpl96_06661,Shared,GPL570 & GPL96,Gene 6661,High
GENE_06662,probe_gpl570_06662,probe_gpl96_06662,Shared,GPL570 & GPL96,Gene 6662,High
GENE_06663,probe_gpl570_06663,probe_gpl96_06663,Shared,GPL570 & GPL96,Gene 6663,High
GENE_06664,probe_gpl570_06664,probe_gpl96_06664,Shared,GPL570 & GPL96,Gene 6664,High
GENE_06665,probe_gpl570_06665,probe_gpl96_06665,Shared,GPL570 & GPL96,Gene 6665,High
GENE_06666,probe_gpl570_06666,probe_gpl96_06666,Shared,GPL570 & GPL96,Gene 6666,High
GENE_06667,probe_gpl570_06667,probe_gpl96_06667,Shared,GPL570 & GPL96,Gene 6667,High
GENE_06668,probe_gpl570_06668,probe_gpl96_06668,Shared,GPL570 & GPL96,Gene 6668,High
GENE_06669,probe_gpl570_06669,probe_gpl96_06669,Shared,GPL570 & GPL96,Gene 6669,High
GENE_06670,probe_gpl570_06670,probe_gpl96_06670,Shared,GPL570 & GPL96,Gene 6670,High
GENE_06671,probe_gpl570_06671,probe_gpl96_06671,Shared,GPL570 & GPL96,Gene 6671,High
GENE_06672,probe_gpl570_06672,probe_gpl96_06672,Shared,GPL570 & GPL96,Gene 6672,High
GENE_06673,probe_gpl570_06673,probe_gpl96_06673,Shared,GPL570 & GPL96,Gene 6673,High
GENE_06674,probe_gpl570_06674,probe_gpl96_06674,Shared,GPL570 & GPL96,Gene 6674,High
GENE_06675,probe_gpl570_06675,probe_gpl96_06675,Shared,GPL570 & GPL96,Gene 6675,High
GENE_06676,probe_gpl570_06676,probe_gpl96_06676,Shared,GPL570 & GPL96,Gene 6676,High
GENE_06677,probe_gpl570_06677,probe_gpl96_06677,Shared,GPL570 & GPL96,Gene 6677,High
GENE_06678,probe_gpl570_06678,probe_gpl96_06678,Shared,GPL570 & GPL96,Gene 6678,High
GENE_06679,probe_gpl570_06679,probe_gpl96_06679,Shared,GPL570 & GPL96,Gene 6679,High
GENE_06680,probe_gpl570_06680,probe_gpl96_06680,Shared,GPL570 & GPL96,Gene 6680,High
GENE_06681,probe_gpl570_06681,probe_gpl96_06681,Shared,GPL570 & GPL96,Gene 6681,High
GENE_06682,probe_gpl570_06682,probe_gpl96_06682,Shared,GPL570 & GPL96,Gene 6682,High
GENE_06683,probe_gpl570_06683,probe_gpl96_06683,Shared,GPL570 & GPL96,Gene 6683,High
GENE_06684,probe_gpl570_06684,probe_gpl96_06684,Shared,GPL570 & GPL96,Gene 6684,High
GENE_06685,probe_gpl570_06685,probe_gpl96_06685,Shared,GPL570 & GPL96,Gene 6685,High
GENE_06686,probe_gpl570_06686,probe_gpl96_06686,Shared,GPL570 & GPL96,Gene 6686,High
GENE_06687,probe_gpl570_06687,probe_gpl96_06687,Shared,GPL570 & GPL96,Gene 6687,High
GENE_06688,probe_gpl570_06688,probe_gpl96_06688,Shared,GPL570 & GPL96,Gene 6688,High
GENE_06689,probe_gpl570_06689,probe_gpl96_06689,Shared,GPL570 & GPL96,Gene 6689,High
GENE_06690,probe_gpl570_06690,probe_gpl96_06690,Shared,GPL570 & GPL96,Gene 6690,High
GENE_06691,probe_gpl570_06691,probe_gpl96_06691,Shared,GPL570 & GPL96,Gene 6691,High
GENE_06692,probe_gpl570_06692,probe_gpl96_06692,Shared,GPL570 & GPL96,Gene 6692,High
GENE_06693,probe_gpl570_06693,probe_gpl96_06693,Shared,GPL570 & GPL96,Gene 6693,High
GENE_06694,probe_gpl570_06694,probe_gpl96_06694,Shared,GPL570 & GPL96,Gene 6694,High
GENE_06695,probe_gpl570_06695,probe_gpl96_06695,Shared,GPL570 & GPL96,Gene 6695,High
GENE_06696,probe_gpl570_06696,probe_gpl96_06696,Shared,GPL570 & GPL96,Gene 6696,High
GENE_06697,probe_gpl570_06697,probe_gpl96_06697,Shared,GPL570 & GPL96,Gene 6697,High
GENE_06698,probe_gpl570_06698,probe_gpl96_06698,Shared,GPL570 & GPL96,Gene 6698,High
GENE_06699,probe_gpl570_06699,probe_gpl96_06699,Shared,GPL570 & GPL96,Gene 6699,High
GENE_06700,probe_gpl570_06700,probe_gpl96_06700,Shared,GPL570 & GPL96,Gene 6700,High
GENE_06701,probe_gpl570_06701,probe_gpl96_06701,Shared,GPL570 & GPL96,Gene 6701,High
GENE_06702,probe_gpl570_06702,probe_gpl96_06702,Shared,GPL570 & GPL96,Gene 6702,High
GENE_06703,probe_gpl570_06703,probe_gpl96_06703,Shared,GPL570 & GPL96,Gene 6703,High
GENE_06704,probe_gpl570_06704,probe_gpl96_06704,Shared,GPL570 & GPL96,Gene 6704,High
GENE_06705,probe_gpl570_06705,probe_gpl96_06705,Shared,GPL570 & GPL96,Gene 6705,High
GENE_06706,probe_gpl570_06706,probe_gpl96_06706,Shared,GPL570 & GPL96,Gene 6706,High
GENE_06707,probe_gpl570_06707,probe_gpl96_06707,Shared,GPL570 & GPL96,Gene 6707,High
GENE_06708,probe_gpl570_06708,probe_gpl96_06708,Shared,GPL570 & GPL96,Gene 6708,High
GENE_06709,probe_gpl570_06709,probe_gpl96_06709,Shared,GPL570 & GPL96,Gene 6709,High
GENE_06710,probe_gpl570_06710,probe_gpl96_06710,Shared,GPL570 & GPL96,Gene 6710,High
GENE_06711,probe_gpl570_06711,probe_gpl96_06711,Shared,GPL570 & GPL96,Gene 6711,High
GENE_06712,probe_gpl570_06712,probe_gpl96_06712,Shared,GPL570 & GPL96,Gene 6712,High
GENE_06713,probe_gpl570_06713,probe_gpl96_06713,Shared,GPL570 & GPL96,Gene 6713,High
GENE_06714,probe_gpl570_06714,probe_gpl96_06714,Shared,GPL570 & GPL96,Gene 6714,High
GENE_06715,probe_gpl570_06715,probe_gpl96_06715,Shared,GPL570 & GPL96,Gene 6715,High
GENE_06716,probe_gpl570_06716,probe_gpl96_06716,Shared,GPL570 & GPL96,Gene 6716,High
GENE_06717,probe_gpl570_06717,probe_gpl96_06717,Shared,GPL570 & GPL96,Gene 6717,High
GENE_06718,probe_gpl570_06718,probe_gpl96_06718,Shared,GPL570 & GPL96,Gene 6718,High
GENE_06719,probe_gpl570_06719,probe_gpl96_06719,Shared,GPL570 & GPL96,Gene 6719,High
GENE_06720,probe_gpl570_06720,probe_gpl96_06720,Shared,GPL570 & GPL96,Gene 6720,High
GENE_06721,probe_gpl570_06721,probe_gpl96_06721,Shared,GPL570 & GPL96,Gene 6721,High
GENE_06722,probe_gpl570_06722,probe_gpl96_06722,Shared,GPL570 & GPL96,Gene 6722,High
GENE_06723,probe_gpl570_06723,probe_gpl96_06723,Shared,GPL570 & GPL96,Gene 6723,High
GENE_06724,probe_gpl570_06724,probe_gpl96_06724,Shared,GPL570 & GPL96,Gene 6724,High
GENE_06725,probe_gpl570_06725,probe_gpl96_06725,Shared,GPL570 & GPL96,Gene 6725,High
GENE_06726,probe_gpl570_06726,probe_gpl96_06726,Shared,GPL570 & GPL96,Gene 6726,High
GENE_06727,probe_gpl570_06727,probe_gpl96_06727,Shared,GPL570 & GPL96,Gene 6727,High
GENE_06728,probe_gpl570_06728,probe_gpl96_06728,Shared,GPL570 & GPL96,Gene 6728,High
GENE_06729,probe_gpl570_06729,probe_gpl96_06729,Shared,GPL570 & GPL96,Gene 6729,High
GENE_06730,probe_gpl570_06730,probe_gpl96_06730,Shared,GPL570 & GPL96,Gene 6730,High
GENE_06731,probe_gpl570_06731,probe_gpl96_06731,Shared,GPL570 & GPL96,Gene 6731,High
GENE_06732,probe_gpl570_06732,probe_gpl96_06732,Shared,GPL570 & GPL96,Gene 6732,High
GENE_06733,probe_gpl570_06733,probe_gpl96_06733,Shared,GPL570 & GPL96,Gene 6733,High
GENE_06734,probe_gpl570_06734,probe_gpl96_06734,Shared,GPL570 & GPL96,Gene 6734,High
GENE_06735,probe_gpl570_06735,probe_gpl96_06735,Shared,GPL570 & GPL96,Gene 6735,High
GENE_06736,probe_gpl570_06736,probe_gpl96_06736,Shared,GPL570 & GPL96,Gene 6736,High
GENE_06737,probe_gpl570_06737,probe_gpl96_06737,Shared,GPL570 & GPL96,Gene 6737,High
GENE_06738,probe_gpl570_06738,probe_gpl96_06738,Shared,GPL570 & GPL96,Gene 6738,High
GENE_06739,probe_gpl570_06739,probe_gpl96_06739,Shared,GPL570 & GPL96,Gene 6739,High
GENE_06740,probe_gpl570_06740,probe_gpl96_06740,Shared,GPL570 & GPL96,Gene 6740,High
GENE_06741,probe_gpl570_06741,probe_gpl96_06741,Shared,GPL570 & GPL96,Gene 6741,High
GENE_06742,probe_gpl570_06742,probe_gpl96_06742,Shared,GPL570 & GPL96,Gene 6742,High
GENE_06743,probe_gpl570_06743,probe_gpl96_06743,Shared,GPL570 & GPL96,Gene 6743,High
GENE_06744,probe_gpl570_06744,probe_gpl96_06744,Shared,GPL570 & GPL96,Gene 6744,High
GENE_06745,probe_gpl570_06745,probe_gpl96_06745,Shared,GPL570 & GPL96,Gene 6745,High
GENE_06746,probe_gpl570_06746,probe_gpl96_06746,Shared,GPL570 & GPL96,Gene 6746,High
GENE_06747,probe_gpl570_06747,probe_gpl96_06747,Shared,GPL570 & GPL96,Gene 6747,High
GENE_06748,probe_gpl570_06748,probe_gpl96_06748,Shared,GPL570 & GPL96,Gene 6748,High
GENE_06749,probe_gpl570_06749,probe_gpl96_06749,Shared,GPL570 & GPL96,Gene 6749,High
GENE_06750,probe_gpl570_06750,probe_gpl96_06750,Shared,GPL570 & GPL96,Gene 6750,High
GENE_06751,probe_gpl570_06751,probe_gpl96_06751,Shared,GPL570 & GPL96,Gene 6751,High
GENE_06752,probe_gpl570_06752,probe_gpl96_06752,Shared,GPL570 & GPL96,Gene 6752,High
GENE_06753,probe_gpl570_06753,probe_gpl96_06753,Shared,GPL570 & GPL96,Gene 6753,High
GENE_06754,probe_gpl570_06754,probe_gpl96_06754,Shared,GPL570 & GPL96,Gene 6754,High
GENE_06755,probe_gpl570_06755,probe_gpl96_06755,Shared,GPL570 & GPL96,Gene 6755,High
GENE_06756,probe_gpl570_06756,probe_gpl96_06756,Shared,GPL570 & GPL96,Gene 6756,High
GENE_06757,probe_gpl570_06757,probe_gpl96_06757,Shared,GPL570 & GPL96,Gene 6757,High
GENE_06758,probe_gpl570_06758,probe_gpl96_06758,Shared,GPL570 & GPL96,Gene 6758,High
GENE_06759,probe_gpl570_06759,probe_gpl96_06759,Shared,GPL570 & GPL96,Gene 6759,High
GENE_06760,probe_gpl570_06760,probe_gpl96_06760,Shared,GPL570 & GPL96,Gene 6760,High
GENE_06761,probe_gpl570_06761,probe_gpl96_06761,Shared,GPL570 & GPL96,Gene 6761,High
GENE_06762,probe_gpl570_06762,probe_gpl96_06762,Shared,GPL570 & GPL96,Gene 6762,High
GENE_06763,probe_gpl570_06763,probe_gpl96_06763,Shared,GPL570 & GPL96,Gene 6763,High
GENE_06764,probe_gpl570_06764,probe_gpl96_06764,Shared,GPL570 & GPL96,Gene 6764,High
GENE_06765,probe_gpl570_06765,probe_gpl96_06765,Shared,GPL570 & GPL96,Gene 6765,High
GENE_06766,probe_gpl570_06766,probe_gpl96_06766,Shared,GPL570 & GPL96,Gene 6766,High
GENE_06767,probe_gpl570_06767,probe_gpl96_06767,Shared,GPL570 & GPL96,Gene 6767,High
GENE_06768,probe_gpl570_06768,probe_gpl96_06768,Shared,GPL570 & GPL96,Gene 6768,High
GENE_06769,probe_gpl570_06769,probe_gpl96_06769,Shared,GPL570 & GPL96,Gene 6769,High
GENE_06770,probe_gpl570_06770,probe_gpl96_06770,Shared,GPL570 & GPL96,Gene 6770,High
GENE_06771,probe_gpl570_06771,probe_gpl96_06771,Shared,GPL570 & GPL96,Gene 6771,High
GENE_06772,probe_gpl570_06772,probe_gpl96_06772,Shared,GPL570 & GPL96,Gene 6772,High
GENE_06773,probe_gpl570_06773,probe_gpl96_06773,Shared,GPL570 & GPL96,Gene 6773,High
GENE_06774,probe_gpl570_06774,probe_gpl96_06774,Shared,GPL570 & GPL96,Gene 6774,High
GENE_06775,probe_gpl570_06775,probe_gpl96_06775,Shared,GPL570 & GPL96,Gene 6775,High
GENE_06776,probe_gpl570_06776,probe_gpl96_06776,Shared,GPL570 & GPL96,Gene 6776,High
GENE_06777,probe_gpl570_06777,probe_gpl96_06777,Shared,GPL570 & GPL96,Gene 6777,High
GENE_06778,probe_gpl570_06778,probe_gpl96_06778,Shared,GPL570 & GPL96,Gene 6778,High
GENE_06779,probe_gpl570_06779,probe_gpl96_06779,Shared,GPL570 & GPL96,Gene 6779,High
GENE_06780,probe_gpl570_06780,probe_gpl96_06780,Shared,GPL570 & GPL96,Gene 6780,High
GENE_06781,probe_gpl570_06781,probe_gpl96_06781,Shared,GPL570 & GPL96,Gene 6781,High
GENE_06782,probe_gpl570_06782,probe_gpl96_06782,Shared,GPL570 & GPL96,Gene 6782,High
GENE_06783,probe_gpl570_06783,probe_gpl96_06783,Shared,GPL570 & GPL96,Gene 6783,High
GENE_06784,probe_gpl570_06784,probe_gpl96_06784,Shared,GPL570 & GPL96,Gene 6784,High
GENE_06785,probe_gpl570_06785,probe_gpl96_06785,Shared,GPL570 & GPL96,Gene 6785,High
GENE_06786,probe_gpl570_06786,probe_gpl96_06786,Shared,GPL570 & GPL96,Gene 6786,High
GENE_06787,probe_gpl570_06787,probe_gpl96_06787,Shared,GPL570 & GPL96,Gene 6787,High
GENE_06788,probe_gpl570_06788,probe_gpl96_06788,Shared,GPL570 & GPL96,Gene 6788,High
GENE_06789,probe_gpl570_06789,probe_gpl96_06789,Shared,GPL570 & GPL96,Gene 6789,High
GENE_06790,probe_gpl570_06790,probe_gpl96_06790,Shared,GPL570 & GPL96,Gene 6790,High
GENE_06791,probe_gpl570_06791,probe_gpl96_06791,Shared,GPL570 & GPL96,Gene 6791,High
GENE_06792,probe_gpl570_06792,probe_gpl96_06792,Shared,GPL570 & GPL96,Gene 6792,High
GENE_06793,probe_gpl570_06793,probe_gpl96_06793,Shared,GPL570 & GPL96,Gene 6793,High
GENE_06794,probe_gpl570_06794,probe_gpl96_06794,Shared,GPL570 & GPL96,Gene 6794,High
GENE_06795,probe_gpl570_06795,probe_gpl96_06795,Shared,GPL570 & GPL96,Gene 6795,High
GENE_06796,probe_gpl570_06796,probe_gpl96_06796,Shared,GPL570 & GPL96,Gene 6796,High
GENE_06797,probe_gpl570_06797,probe_gpl96_06797,Shared,GPL570 & GPL96,Gene 6797,High
GENE_06798,probe_gpl570_06798,probe_gpl96_06798,Shared,GPL570 & GPL96,Gene 6798,High
GENE_06799,probe_gpl570_06799,probe_gpl96_06799,Shared,GPL570 & GPL96,Gene 6799,High
GENE_06800,probe_gpl570_06800,probe_gpl96_06800,Shared,GPL570 & GPL96,Gene 6800,High
GENE_06801,probe_gpl570_06801,probe_gpl96_06801,Shared,GPL570 & GPL96,Gene 6801,High
GENE_06802,probe_gpl570_06802,probe_gpl96_06802,Shared,GPL570 & GPL96,Gene 6802,High
GENE_06803,probe_gpl570_06803,probe_gpl96_06803,Shared,GPL570 & GPL96,Gene 6803,High
GENE_06804,probe_gpl570_06804,probe_gpl96_06804,Shared,GPL570 & GPL96,Gene 6804,High
GENE_06805,probe_gpl570_06805,probe_gpl96_06805,Shared,GPL570 & GPL96,Gene 6805,High
GENE_06806,probe_gpl570_06806,probe_gpl96_06806,Shared,GPL570 & GPL96,Gene 6806,High
GENE_06807,probe_gpl570_06807,probe_gpl96_06807,Shared,GPL570 & GPL96,Gene 6807,High
GENE_06808,probe_gpl570_06808,probe_gpl96_06808,Shared,GPL570 & GPL96,Gene 6808,High
GENE_06809,probe_gpl570_06809,probe_gpl96_06809,Shared,GPL570 & GPL96,Gene 6809,High
GENE_06810,probe_gpl570_06810,probe_gpl96_06810,Shared,GPL570 & GPL96,Gene 6810,High
GENE_06811,probe_gpl570_06811,probe_gpl96_06811,Shared,GPL570 & GPL96,Gene 6811,High
GENE_06812,probe_gpl570_06812,probe_gpl96_06812,Shared,GPL570 & GPL96,Gene 6812,High
GENE_06813,probe_gpl570_06813,probe_gpl96_06813,Shared,GPL570 & GPL96,Gene 6813,High
GENE_06814,probe_gpl570_06814,probe_gpl96_06814,Shared,GPL570 & GPL96,Gene 6814,High
GENE_06815,probe_gpl570_06815,probe_gpl96_06815,Shared,GPL570 & GPL96,Gene 6815,High
GENE_06816,probe_gpl570_06816,probe_gpl96_06816,Shared,GPL570 & GPL96,Gene 6816,High
GENE_06817,probe_gpl570_06817,probe_gpl96_06817,Shared,GPL570 & GPL96,Gene 6817,High
GENE_06818,probe_gpl570_06818,probe_gpl96_06818,Shared,GPL570 & GPL96,Gene 6818,High
GENE_06819,probe_gpl570_06819,probe_gpl96_06819,Shared,GPL570 & GPL96,Gene 6819,High
GENE_06820,probe_gpl570_06820,probe_gpl96_06820,Shared,GPL570 & GPL96,Gene 6820,High
GENE_06821,probe_gpl570_06821,probe_gpl96_06821,Shared,GPL570 & GPL96,Gene 6821,High
GENE_06822,probe_gpl570_06822,probe_gpl96_06822,Shared,GPL570 & GPL96,Gene 6822,High
GENE_06823,probe_gpl570_06823,probe_gpl96_06823,Shared,GPL570 & GPL96,Gene 6823,High
GENE_06824,probe_gpl570_06824,probe_gpl96_06824,Shared,GPL570 & GPL96,Gene 6824,High
GENE_06825,probe_gpl570_06825,probe_gpl96_06825,Shared,GPL570 & GPL96,Gene 6825,High
GENE_06826,probe_gpl570_06826,probe_gpl96_06826,Shared,GPL570 & GPL96,Gene 6826,High
GENE_06827,probe_gpl570_06827,probe_gpl96_06827,Shared,GPL570 & GPL96,Gene 6827,High
GENE_06828,probe_gpl570_06828,probe_gpl96_06828,Shared,GPL570 & GPL96,Gene 6828,High
GENE_06829,probe_gpl570_06829,probe_gpl96_06829,Shared,GPL570 & GPL96,Gene 6829,High
GENE_06830,probe_gpl570_06830,probe_gpl96_06830,Shared,GPL570 & GPL96,Gene 6830,High
GENE_06831,probe_gpl570_06831,probe_gpl96_06831,Shared,GPL570 & GPL96,Gene 6831,High
GENE_06832,probe_gpl570_06832,probe_gpl96_06832,Shared,GPL570 & GPL96,Gene 6832,High
GENE_06833,probe_gpl570_06833,probe_gpl96_06833,Shared,GPL570 & GPL96,Gene 6833,High
GENE_06834,probe_gpl570_06834,probe_gpl96_06834,Shared,GPL570 & GPL96,Gene 6834,High
GENE_06835,probe_gpl570_06835,probe_gpl96_06835,Shared,GPL570 & GPL96,Gene 6835,High
GENE_06836,probe_gpl570_06836,probe_gpl96_06836,Shared,GPL570 & GPL96,Gene 6836,High
GENE_06837,probe_gpl570_06837,probe_gpl96_06837,Shared,GPL570 & GPL96,Gene 6837,High
GENE_06838,probe_gpl570_06838,probe_gpl96_06838,Shared,GPL570 & GPL96,Gene 6838,High
GENE_06839,probe_gpl570_06839,probe_gpl96_06839,Shared,GPL570 & GPL96,Gene 6839,High
GENE_06840,probe_gpl570_06840,probe_gpl96_06840,Shared,GPL570 & GPL96,Gene 6840,High
GENE_06841,probe_gpl570_06841,probe_gpl96_06841,Shared,GPL570 & GPL96,Gene 6841,High
GENE_06842,probe_gpl570_06842,probe_gpl96_06842,Shared,GPL570 & GPL96,Gene 6842,High
GENE_06843,probe_gpl570_06843,probe_gpl96_06843,Shared,GPL570 & GPL96,Gene 6843,High
GENE_06844,probe_gpl570_06844,probe_gpl96_06844,Shared,GPL570 & GPL96,Gene 6844,High
GENE_06845,probe_gpl570_06845,probe_gpl96_06845,Shared,GPL570 & GPL96,Gene 6845,High
GENE_06846,probe_gpl570_06846,probe_gpl96_06846,Shared,GPL570 & GPL96,Gene 6846,High
GENE_06847,probe_gpl570_06847,probe_gpl96_06847,Shared,GPL570 & GPL96,Gene 6847,High
GENE_06848,probe_gpl570_06848,probe_gpl96_06848,Shared,GPL570 & GPL96,Gene 6848,High
GENE_06849,probe_gpl570_06849,probe_gpl96_06849,Shared,GPL570 & GPL96,Gene 6849,High
GENE_06850,probe_gpl570_06850,probe_gpl96_06850,Shared,GPL570 & GPL96,Gene 6850,High
GENE_06851,probe_gpl570_06851,probe_gpl96_06851,Shared,GPL570 & GPL96,Gene 6851,High
GENE_06852,probe_gpl570_06852,probe_gpl96_06852,Shared,GPL570 & GPL96,Gene 6852,High
GENE_06853,probe_gpl570_06853,probe_gpl96_06853,Shared,GPL570 & GPL96,Gene 6853,High
GENE_06854,probe_gpl570_06854,probe_gpl96_06854,Shared,GPL570 & GPL96,Gene 6854,High
GENE_06855,probe_gpl570_06855,probe_gpl96_06855,Shared,GPL570 & GPL96,Gene 6855,High
GENE_06856,probe_gpl570_06856,probe_gpl96_06856,Shared,GPL570 & GPL96,Gene 6856,High
GENE_06857,probe_gpl570_06857,probe_gpl96_06857,Shared,GPL570 & GPL96,Gene 6857,High
GENE_06858,probe_gpl570_06858,probe_gpl96_06858,Shared,GPL570 & GPL96,Gene 6858,High
GENE_06859,probe_gpl570_06859,probe_gpl96_06859,Shared,GPL570 & GPL96,Gene 6859,High
GENE_06860,probe_gpl570_06860,probe_gpl96_06860,Shared,GPL570 & GPL96,Gene 6860,High
GENE_06861,probe_gpl570_06861,probe_gpl96_06861,Shared,GPL570 & GPL96,Gene 6861,High
GENE_06862,probe_gpl570_06862,probe_gpl96_06862,Shared,GPL570 & GPL96,Gene 6862,High
GENE_06863,probe_gpl570_06863,probe_gpl96_06863,Shared,GPL570 & GPL96,Gene 6863,High
GENE_06864,probe_gpl570_06864,probe_gpl96_06864,Shared,GPL570 & GPL96,Gene 6864,High
GENE_06865,probe_gpl570_06865,probe_gpl96_06865,Shared,GPL570 & GPL96,Gene 6865,High
GENE_06866,probe_gpl570_06866,probe_gpl96_06866,Shared,GPL570 & GPL96,Gene 6866,High
GENE_06867,probe_gpl570_06867,probe_gpl96_06867,Shared,GPL570 & GPL96,Gene 6867,High
GENE_06868,probe_gpl570_06868,probe_gpl96_06868,Shared,GPL570 & GPL96,Gene 6868,High
GENE_06869,probe_gpl570_06869,probe_gpl96_06869,Shared,GPL570 & GPL96,Gene 6869,High
GENE_06870,probe_gpl570_06870,probe_gpl96_06870,Shared,GPL570 & GPL96,Gene 6870,High
GENE_06871,probe_gpl570_06871,probe_gpl96_06871,Shared,GPL570 & GPL96,Gene 6871,High
GENE_06872,probe_gpl570_06872,probe_gpl96_06872,Shared,GPL570 & GPL96,Gene 6872,High
GENE_06873,probe_gpl570_06873,probe_gpl96_06873,Shared,GPL570 & GPL96,Gene 6873,High
GENE_06874,probe_gpl570_06874,probe_gpl96_06874,Shared,GPL570 & GPL96,Gene 6874,High
GENE_06875,probe_gpl570_06875,probe_gpl96_06875,Shared,GPL570 & GPL96,Gene 6875,High
GENE_06876,probe_gpl570_06876,probe_gpl96_06876,Shared,GPL570 & GPL96,Gene 6876,High
GENE_06877,probe_gpl570_06877,probe_gpl96_06877,Shared,GPL570 & GPL96,Gene 6877,High
GENE_06878,probe_gpl570_06878,probe_gpl96_06878,Shared,GPL570 & GPL96,Gene 6878,High
GENE_06879,probe_gpl570_06879,probe_gpl96_06879,Shared,GPL570 & GPL96,Gene 6879,High
GENE_06880,probe_gpl570_06880,probe_gpl96_06880,Shared,GPL570 & GPL96,Gene 6880,High
GENE_06881,probe_gpl570_06881,probe_gpl96_06881,Shared,GPL570 & GPL96,Gene 6881,High
GENE_06882,probe_gpl570_06882,probe_gpl96_06882,Shared,GPL570 & GPL96,Gene 6882,High
GENE_06883,probe_gpl570_06883,probe_gpl96_06883,Shared,GPL570 & GPL96,Gene 6883,High
GENE_06884,probe_gpl570_06884,probe_gpl96_06884,Shared,GPL570 & GPL96,Gene 6884,High
GENE_06885,probe_gpl570_06885,probe_gpl96_06885,Shared,GPL570 & GPL96,Gene 6885,High
GENE_06886,probe_gpl570_06886,probe_gpl96_06886,Shared,GPL570 & GPL96,Gene 6886,High
GENE_06887,probe_gpl570_06887,probe_gpl96_06887,Shared,GPL570 & GPL96,Gene 6887,High
GENE_06888,probe_gpl570_06888,probe_gpl96_06888,Shared,GPL570 & GPL96,Gene 6888,High
GENE_06889,probe_gpl570_06889,probe_gpl96_06889,Shared,GPL570 & GPL96,Gene 6889,High
GENE_06890,probe_gpl570_06890,probe_gpl96_06890,Shared,GPL570 & GPL96,Gene 6890,High
GENE_06891,probe_gpl570_06891,probe_gpl96_06891,Shared,GPL570 & GPL96,Gene 6891,High
GENE_06892,probe_gpl570_06892,probe_gpl96_06892,Shared,GPL570 & GPL96,Gene 6892,High
GENE_06893,probe_gpl570_06893,probe_gpl96_06893,Shared,GPL570 & GPL96,Gene 6893,High
GENE_06894,probe_gpl570_06894,probe_gpl96_06894,Shared,GPL570 & GPL96,Gene 6894,High
GENE_06895,probe_gpl570_06895,probe_gpl96_06895,Shared,GPL570 & GPL96,Gene 6895,High
GENE_06896,probe_gpl570_06896,probe_gpl96_06896,Shared,GPL570 & GPL96,Gene 6896,High
GENE_06897,probe_gpl570_06897,probe_gpl96_06897,Shared,GPL570 & GPL96,Gene 6897,High
GENE_06898,probe_gpl570_06898,probe_gpl96_06898,Shared,GPL570 & GPL96,Gene 6898,High
GENE_06899,probe_gpl570_06899,probe_gpl96_06899,Shared,GPL570 & GPL96,Gene 6899,High
GENE_06900,probe_gpl570_06900,probe_gpl96_06900,Shared,GPL570 & GPL96,Gene 6900,High
GENE_06901,probe_gpl570_06901,probe_gpl96_06901,Shared,GPL570 & GPL96,Gene 6901,High
GENE_06902,probe_gpl570_06902,probe_gpl96_06902,Shared,GPL570 & GPL96,Gene 6902,High
GENE_06903,probe_gpl570_06903,probe_gpl96_06903,Shared,GPL570 & GPL96,Gene 6903,High
